City,State,Station ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
KINGMAN #2,AZ,USC00024645,43.9,46.7,52,58.3,68.2,77.2,82.6,80.5,74,63.3,51,43.3
KITT PEAK,AZ,USC00024675,42.4,43.4,46.6,52.8,61.2,70,71.3,69.3,66.8,58,49.4,42.6
KLAGETOH 12 WNW,AZ,USC00024686,33,36.7,44.2,51.2,60.9,69.7,73.8,72.3,65.5,54.8,42.2,32.9
KOFA MINE,AZ,USC00024702,57.3,59.6,64.4,70.8,79.1,87.4,92,90.9,86.3,75.9,64.7,56.4
LAKE HAVASU,AZ,USC00024759,53.6,58.4,65.4,73,83,91.6,96.7,95.9,88.7,76,63.1,53.4
Lake Havasu City,AZ,USC00024761,54,58.3,64.5,72.4,82.2,90.9,96.9,95.9,88.3,75.3,62.6,53
LAVEEN 3 SSE,AZ,USC00024829,54.8,57.9,63.4,70.9,80.2,88.8,93.3,91.9,86.1,74.3,62,53.7
LEES FERRY,AZ,USC00024849,39.1,44.7,53.5,62.1,72.8,83.2,88.4,85.1,76.3,62.8,48.9,39
LITCHFIELD PARK,AZ,USC00024977,53.5,57.3,63,70.1,79,87.4,92.4,91.1,84.9,73.4,60.7,52.3
LUKACHUKAI,AZ,USC00025129,29.6,34.1,41.1,48,57.8,67.6,72.8,70.8,63.5,52,39.6,30.2
MARICOPA 4 N,AZ,USC00025270,52.3,55.8,61.6,68.9,78.4,87.3,92.6,91.3,84.8,72.1,59.4,50.9
MC NARY 2N,AZ,USC00025412,31.8,33.8,37.9,44.5,53.4,62,65.8,63.6,58.6,49.4,39.5,31.8
MEADVIEW 1W,AZ,USC00025426,44.6,47.6,54.3,63.1,73.4,83.8,89.1,87.3,79,65.6,53,44.2
MIAMI,AZ,USC00025512,48.6,51.3,56.2,63.5,72.8,81.8,85.5,83.6,79,68,56.5,48
MONTEZUMA CASTLE NM,AZ,USC00025635,44.1,48,53.8,60.3,68.8,76.8,83,81.3,74.5,63.1,51.1,42.9
MONUMENT VALLEY,AZ,USC00025665,32.7,38,47,54.6,65.5,75.7,80.5,77,69.7,56.7,43,33
MORMON FLAT,AZ,USC00025700,54.5,56.5,61.4,68.8,78.4,87.2,90.7,89.6,84.9,73.9,61.9,53.8
MUND'S PARK,AZ,USC00025780,30.5,32.2,37,43.2,51,58.8,65.3,64.2,57.8,47.5,37.9,30.4
NATURAL BRG,AZ,USC00025825,42,43.8,49.5,55.8,63.9,72.7,76.4,75.4,70,60.5,48.6,41.4
NOGALES 6 N,AZ,USC00025924,46.2,48.6,53.1,59.2,66.7,75.4,79.5,77.9,73.5,63.4,53.1,46.2
OAK CREEK CANYON,AZ,USC00026037,41.3,43.6,48.1,54.2,62.4,70.4,75.1,73.6,68.3,58.3,48.6,41.5
ORACLE 2 SE,AZ,USC00026119,45.3,47.5,52.2,58.9,69.1,78.2,80,77.6,73.8,64.2,52.6,44.8
ORGAN PIPE CACTUS NM,AZ,USC00026132,55.1,57.6,62.2,68.2,76,83.8,89,88,83.6,73,62,54.6
PAGE,AZ,USC00026180,35.9,41,49.6,57.7,67.6,77.6,83.1,80.2,72.2,58.9,45.2,35.9
PAINTED DESERT NP,AZ,USC00026190,35.8,39.8,46.1,52.8,62.1,70.8,76.4,73.9,67.6,56.5,44.1,35.8
PAINTED ROCK DAM,AZ,USC00026194,55.2,58.3,64.4,71.1,80,88.7,93.9,93.1,87.1,74.8,62.4,54
PARADISE,AZ,USC00026242,39,41.2,47.8,56,63.7,72.1,72.4,70.3,67.5,57.6,45,41.1
PARKER,AZ,USC00026250,55.2,59,65,72.1,80.9,89,94.2,93.3,87.2,75.7,63.1,54.2
PEARCE - SUNSITES,AZ,USC00026353,44,47.5,52.2,59.1,67.9,76.1,78.5,76.6,72,62,51.2,44.2
PETRIFIED FOREST NP,AZ,USC00026468,35,39.9,46.1,53.4,62.1,71.1,76.3,74.2,67.7,55.9,43.9,34.9
PHANTOM RANCH,AZ,USC00026471,46.9,52.2,59.7,67.6,77.2,86.4,90.3,87.1,80.5,68.5,55.9,46.6
PICACHO 8 SE,AZ,USC00026513,53.3,56.6,61.8,69.8,78.8,87.5,91.3,89.4,84.5,73.4,61.3,52.3
PINETOP,AZ,USC00026597,33.2,36.2,40.5,47.1,54.8,63.6,67.3,65.9,60.7,50.8,40.6,33.9
PINETOP 2E,AZ,USC00026601,34.6,37,42.3,48.9,56.2,64.7,68.5,67.3,61.8,52.4,42.2,34.5
PINNACLE PEAK,AZ,USC00026603,53.3,55,59.8,66.4,75.5,84.2,87.6,86.4,82.4,72.3,61.6,53.1
PIPE SPRINGS NATL MON,AZ,USC00026616,35.3,39.4,45.2,52,61.7,70.9,77.6,75.4,67.6,55.5,43.5,34.6
PLEASANT VALLEY R S,AZ,USC00026653,38.7,40.9,45.3,50.8,58.4,66.6,73.1,71.9,65.7,55.7,44.9,38.5
PORTAL 4 SW,AZ,USC00026716,38.8,42.2,46.9,53.2,60.9,68.3,71.1,69,64.2,55.6,45.8,38.7
Prescott,AZ,USC00026796,37.9,40.5,45.3,52,60.6,69.2,74.5,72.5,66.3,55.7,45,37.5
PUNKIN CTR,AZ,USC00026840,46.2,50.1,56.1,63.3,72.2,81.2,86.8,85.4,79,67,54.5,45.7
QUARTZSITE,AZ,USC00026865,53.2,57.4,64,71.4,80.8,89.6,95.1,93.8,87,74.1,60.7,51.5
ROOSEVELT 1 WNW,AZ,USC00027281,48.1,51.6,57.5,65.4,75,84.3,87.9,86.2,80.7,69.1,56.6,47.8
SACATON,AZ,USC00027370,52,56.1,61.3,68.9,77.7,86.6,91.6,90,84.5,73.4,60.3,51.3
SAFFORD AGRICULTRL CTR,AZ,USC00027390,45.1,49,55,62.6,71.7,80.2,83.3,81.4,76.1,65.4,53.2,44.5
SAINT JOHNS,AZ,USC00027435,34.5,39,45.2,52.5,61.5,70,74.3,71.8,65.7,54.6,42.8,33.9
SAN CARLOS RSVR,AZ,USC00027480,47.3,51.2,56.8,64.4,74.2,83.2,87,85.4,80.1,68.6,55.6,46.7
SANDERS,AZ,USC00027488,34.1,38.1,43.7,50.1,58.7,67.6,73.9,72.8,65.4,54.1,42.5,34.1
SAN SIMON,AZ,USC00027560,44,47.9,53.9,60.9,70,78.2,81.5,79.5,74.6,63.4,51.7,43.4
SANTA RITA EXP RANGE,AZ,USC00027593,49.8,52.2,56.9,63.2,71.4,79.5,80,77.7,75.4,67,57,49.6
SASABE,AZ,USC00027619,49.7,51.6,55.4,61.3,68.9,77.6,80.5,78.7,75.3,66.2,56.4,49.6
SASABE 6 NNE,AZ,USC00027625,47.8,49.8,54,59.9,67.4,76.4,80.6,79.1,73.9,64.2,53.9,47.3
SEDONA,AZ,USC00027708,45.1,47.9,52.4,58.8,67.7,76.7,81.3,79.6,73.8,63.6,52.3,44.4
SELIGMAN,AZ,USC00027716,38.2,40.9,45.7,51.9,60.1,68.5,74.4,72.9,66.4,55.7,45.2,37.8
SHOW LOW AP,AZ,USC00027855,35.1,38.9,44.3,51,59.6,68.3,72.4,70.1,64.8,54.2,43.5,35.1
Sierra Vista,AZ,USC00027880,47.7,50.8,55.6,62,70,78.1,78.9,76.8,73.6,64.9,55.2,47.8
SNOWFLAKE,AZ,USC00028012,35.5,39.6,45.3,51.9,60.2,68.4,73.9,72.1,65.7,54.7,43.6,35.3
SNOWFLAKE 15 W,AZ,USC00028018,34.8,38.2,44.1,51,59.6,68.3,74.1,71.6,65.5,54.5,43.1,34
SOUTH PHOENIX,AZ,USC00028112,53.1,56.5,61.5,68,76.2,83.5,88.4,87.8,82.5,71.4,59.4,51.9
SPRINGERVILLE,AZ,USC00028162,33.3,36.9,41.4,48.2,55.9,63.5,68.1,66.1,60.3,50.4,40.5,33.2
STEWART MOUNTAIN,AZ,USC00028214,52.9,55.4,60.1,67.1,76.1,84.6,89.8,88.6,83.1,71.8,59.7,52
SUNSET CRATER NM,AZ,USC00028329,27.6,30.7,36.6,43.9,52.5,61.2,66.1,63.6,57,45.5,35.2,27.7
SUPERIOR,AZ,USC00028348,53.3,55.7,59.5,66.8,75.6,84.7,87.2,85.8,82.2,72.8,61.3,53.1
TACNA 3 NE,AZ,USC00028396,53.7,57.7,63.3,69.6,78.1,86,92.4,92.3,86.2,73.6,60.8,52.3
TEEC NOS POS,AZ,USC00028468,32.7,38.4,46.7,54.6,64.1,74.2,79.5,76.8,68.5,55.8,43.1,33.1
TEMPE ASU,AZ,USC00028499,54.2,57.1,62,68.8,77.4,85.2,90,89,83.9,72.9,61.2,52.9
TEMPLE BAR,AZ,USC00028516,47.9,52.5,60.3,68.9,79,89.2,95.1,93,84.6,70.5,56.6,47.1
TOMBSTONE,AZ,USC00028619,47.6,50.3,55.1,62.1,70.3,78.4,79.3,77.1,74.2,65.3,55.4,47.9
TONOPAH,AZ,USC00028641,53.2,56.3,61.9,68.8,78.5,86.7,92.5,91.4,84.7,72.3,60.1,51.6
TUBA CITY,AZ,USC00028792,35.7,41.1,48.3,55.5,64.6,73.5,79,77.1,69.7,57.6,44.9,35.1
TUCSON 17 NW,AZ,USC00028795,52.8,55.3,60.2,67.6,76.5,85.1,87.6,85.6,82.1,71.6,60.5,52.5
TUCSON CAMP AVE EXP,AZ,USC00028796,52.3,54.9,60.2,67,75.5,84,87.4,86.1,81.8,70.7,59.2,51.5
TUCSON MAGNETIC OBSY,AZ,USC00028800,51.7,54.5,58.9,65.7,74.5,83.5,87,85.6,81.2,70.4,59,51.1
TUCSON WFO,AZ,USC00028815,53.3,56.2,61.1,68.1,77.1,85.4,87.3,85.8,82.3,71.7,60.5,52.6
TUCSON U OF A #1,AZ,USC00028817,53.1,55.9,61,67.6,76.4,84.8,87.9,86.4,82.4,71.6,60.1,52.3
TUMACACORI NM,AZ,USC00028865,48.3,50.8,54.9,61.3,68.9,77.7,80.8,78.7,74.5,64.9,54.9,48.2
TUZIGOOT,AZ,USC00028904,44.9,48.4,53.4,60.7,69.7,78.5,83.6,81.6,75.1,64.1,52.6,44.1
WAHWEAP,AZ,USC00029114,38.6,43.4,51.8,59.6,69.7,79.8,85.5,82.8,74.8,61.5,48,38.5
WALNUT CANYON N.M.,AZ,USC00029156,31.2,35.2,40.6,47.1,56.5,65.3,70.9,67.9,61.9,50.2,40.6,31.8
WALNUT CREEK,AZ,USC00029158,37.2,40.3,45.3,51.1,58.8,66.4,72.6,71.1,64.5,53.9,43.3,36
WHITERIVER 1 SW,AZ,USC00029271,39.3,42.2,47.1,52.8,60.9,69.3,74,72.3,67.2,57.2,46.8,39.7
WICKENBURG,AZ,USC00029287,49,51.8,56.5,62.7,71.2,79.5,86.4,85.2,78.6,67.2,55.5,48.2
WIKIEUP,AZ,USC00029309,49.6,52,56.6,62.7,72.2,80.2,87.2,85.9,78.9,67.9,56.3,48.2
WILLCOX,AZ,USC00029334,44.8,48.2,53.2,59.6,68,76.3,80.2,78.3,73.2,62.3,51.5,43.9
WILLIAMS,AZ,USC00029359,34.9,36.8,41,47.5,56.3,65,69.2,67.2,61.7,51.6,41.8,34.9
WILLOW BEACH,AZ,USC00029376,53.3,57.5,64.1,72,81.7,90.2,95.9,94.3,87.1,74.8,61.8,52.8
WINDOW ROCK 4 SW,AZ,USC00029410,28.6,32.3,38.8,45.4,54.8,64.3,68.5,66.7,59.6,49.1,37.4,28.6
WITTMANN 4SW,AZ,USC00029464,51.4,54.8,59.9,67.6,77.7,86.1,91.4,90.4,83.8,72.6,59,51
WUPATKI NM,AZ,USC00029542,36.2,41.8,48.9,56.4,66.2,75.8,80.5,77.7,70.6,58.5,45.6,35.4
YOUNGTOWN,AZ,USC00029634,54.9,58.3,63.6,70.7,79.9,88.1,93.2,92.1,86.2,74.3,61.9,53.6
YUCCA 1 NNE,AZ,USC00029645,50.4,53.8,58.7,65.8,75.5,84.7,91.1,89.5,82.3,69.8,57.8,49.5
Yuma,AZ,USC00029652,55.2,58,63.5,69.3,77.1,85,91.2,91.5,86.1,74.3,62.1,53.9
YUMA QUARTERMASTER DEPOT,AZ,USC00029656,57.4,60.6,65.8,71.7,79.3,87.1,92.5,92.1,86.2,74.9,64.1,55.9
ALICIA 2NNE,AR,USC00030064,36.1,40.6,49.6,59.2,68.8,77.4,80.6,79.4,71.3,60.7,49.1,38.8
ALUM FORK,AR,USC00030130,38.7,42.4,50.9,59.6,67.8,75.4,79.5,79.1,72,61.4,50.3,40.5
ARKADELPHIA 2 N,AR,USC00030220,41.3,45.3,53.9,61.8,70,77.4,80.9,80.5,73.4,62.5,52.2,43.4
ARKANSAS POST,AR,USC00030240,42.2,46.8,54.9,63.3,71.4,78.4,81.4,80.6,74.3,64.1,53.7,44.4
BATESVILLE LVSTK,AR,USC00030458,35.7,39.8,48.6,57.6,66,74.1,78.4,77.9,69.8,59.2,48,37.7
BATESVILLE L&D 1,AR,USC00030460,36.9,41,49.7,58.9,68.1,76.6,80.7,79.7,71.5,60.3,49.2,39
BEEDEVILLE 4 NE,AR,USC00030536,39.2,44.1,52.6,62.1,71.1,79,82,80.5,73,62.6,52.1,41.8
BENTON,AR,USC00030582,41.3,45.5,53.9,62.1,70.3,77.9,81.6,81,73.6,62.9,52.8,43.2
BENTONVILLE 4 S,AR,USC00030586,34.5,38.7,47,56.3,64.9,72.9,77.6,77.3,69,58,47.1,36.7
BERRYVILLE,AR,USC00030618,36.9,40.6,49.1,57.9,67,74.1,78.5,78.6,70,59.5,48.7,38.6
BIG FORK 1 SSE,AR,USC00030664,39.7,42.8,51.2,59.7,67,74.1,78.9,78,70.8,60.2,51,41.1
BLAKELY MTN DAM,AR,USC00030764,39,42.6,50.3,58.7,66.7,74.5,78.4,78.2,71,60.2,50.2,41
BLUE MTN DAM,AR,USC00030798,39.8,44,52.5,61.3,69.4,77.2,81.7,81.5,73.4,62.2,51.5,41.3
BLYTHEVILLE,AR,USC00030806,36.9,41.3,50.4,60.7,70.1,78.4,81.2,80.1,72.7,61.7,50.7,39.8
BOONEVILLE 3 SSE,AR,USC00030832,38.2,42.9,51.1,59.9,68.3,75.8,80.5,79.9,72.2,61.7,50.1,39.8
BRINKLEY,AR,USC00030936,38.7,43.1,51.8,61,69.9,77.9,81,80.1,72.9,61.9,51.4,41.5
CABOT,AR,USC00031102,39.4,43.4,52.1,60.3,69.3,77.3,80.8,80.4,73.2,62.1,51.2,41.6
CALICO ROCK 2 WSW,AR,USC00031132,35.3,39.2,47.8,56.9,65.6,73.1,77.3,76.8,68.8,58.3,47.5,37.3
CALION L&D,AR,USC00031140,42,46.1,53.8,62,70.5,77.5,81.1,80.6,73.7,62.5,52.5,44
CAMDEN 1,AR,USC00031152,42.3,46.4,54.6,62.6,70.5,78,81.5,81.1,73.8,62.9,53.2,44.2
CANE CREEK SP,AR,USC00031191,41.7,46.1,54.2,63.1,71.3,78.2,81.6,81.2,74.8,63.9,54.5,45.2
CLARENDON,AR,USC00031442,39.2,43.6,52.3,61.4,70.4,78.3,81.4,80.1,72.3,61.8,51.4,41.9
CLARKSVILLE,AR,USC00031455,37.3,41.9,50.2,58.8,67.8,75.9,79.9,79.9,72,60.5,49.7,40
CLARKSVILLE 6 NE,AR,USC00031457,36.4,41.1,49.2,58.1,66.7,74.1,79.3,79.3,71.4,60.2,49.2,38.6
CLARKSVILLE 2,AR,USC00031459,38.7,42.7,51,60.2,68.6,76.7,81.1,81,73.1,62.1,50.9,40.4
CONWAY,AR,USC00031596,38.4,42.6,51.7,60.4,68.9,76.8,80.8,80.6,72.7,61.6,50.4,40.4
CORNING,AR,USC00031632,35.6,40.6,50,60.1,69.1,77.4,80.7,79.2,71.4,60.4,49.4,38.3
CROSSETT 2 SSE,AR,USC00031730,42.6,46.3,54.2,61.8,70.1,77.4,80.6,80.3,73.7,63,53.3,44.6
DARDANELLE,AR,USC00031838,40.3,44.9,53.4,62.1,69.9,77.4,81.5,81.3,73.6,62.7,51.6,41.7
DEER,AR,USC00031900,33.4,37.7,45.3,54.4,62.4,70.3,74.8,74.9,67.1,56.6,46,35.6
DEQUEEN,AR,USC00031948,41,45,52.7,60.6,69.2,76.8,80.8,81.2,73.8,62.6,52.1,42.9
DERMOTT 3 NE,AR,USC00031962,42.4,46.8,55,63.7,72.6,79.8,82.7,81.7,75.2,64.6,54.5,45.1
DES ARC,AR,USC00031968,39.5,44,52.9,62.2,71,78.9,82.1,81.3,73.7,62.8,52.3,42.2
DUMAS,AR,USC00032148,42.7,46.9,55.3,63.7,72,78.9,81.3,80.6,74,64,53.9,44.9
EUDORA,AR,USC00032355,44.7,48.7,56.7,64.7,73.5,80.5,83.2,82.8,76.6,66.2,56.3,47.2
EUREKA SPRINGS 3 WNW,AR,USC00032356,36,40.1,49.3,58.4,66.5,73.7,78.5,78,69.6,59.5,48.6,38.1
EVENING SHADE 1 NNE,AR,USC00032366,36.6,40.9,49.5,58.7,67.2,75.8,80,79.4,71.1,59.8,49.2,39
Fayetteville,AR,USC00032444,36.3,40.4,48.5,57.8,65.8,74.1,79,78.5,70.2,58.9,48.6,38.6
FORDYCE,AR,USC00032540,40.5,44.8,52.6,60.6,68.7,76,79.8,79.7,72.5,61.6,51.7,42.5
GILBERT,AR,USC00032794,36.4,40.1,48.8,57.8,66.5,74.5,78.9,78.5,70.3,59.4,48.1,38.4
GRAVETTE,AR,USC00032930,37.2,41.7,50.6,59.5,66.9,74.5,79,78.6,70.4,59.8,49.3,38.9
GREENBRIER,AR,USC00032962,36.4,40.6,49.5,58,67,74.8,79.1,78.4,70.8,59.5,48.3,38.8
GREERS FERRY DAM,AR,USC00032978,37.3,41.4,49.6,58.8,67.2,75.4,79.7,79.2,71.5,60.4,50,39.6
HARDY,AR,USC00033132,36.3,39.8,49.9,58.4,67.7,76,80.7,80,71.7,61.4,50.3,39
HELENA,AR,USC00033242,40.5,44.6,53.4,62.6,71.5,79.2,82.5,81.7,74.6,63.8,52.8,43
HOPE 3 NE,AR,USC00033428,42.1,45.9,53.6,61.7,69.9,77.4,81.3,81.1,73.9,63,52.9,43.8
HOT SPRINGS 1 NNE,AR,USC00033466,41,45.1,53.1,61.7,69.8,77.5,81.9,81.8,73.9,62.5,51.9,42.4
HUNTSVILLE 1 SSW,AR,USC00033544,37.5,41.6,49.9,58.9,66.2,73.7,78.4,78.1,70.3,60.2,49.6,39.2
Jonesboro,AR,USC00033734,35.7,40.3,49.5,59.5,68.5,76.8,80.2,79.3,71.5,60.6,48.9,38.5
KEISER,AR,USC00033821,38.3,42.8,51.5,61.3,71,79.3,82,80.5,73.1,62.1,51.5,41.1
KEO,AR,USC00033862,41.3,45.7,54.1,63.1,71.3,78.4,81.2,80.3,73.5,63.3,52.9,43.3
KINGSTON 2S,AR,USC00033909,34.3,39.1,46.7,56.2,64.4,72.7,77.2,77.5,68.9,59,48.1,36.4
LEAD HILL,AR,USC00034106,33.4,36.9,46.2,55,63.8,72,76.8,76.2,67.7,57,45.8,35.4
LEOLA,AR,USC00034134,40.5,44.5,52.4,61,69.4,76.9,80.5,79.6,72.8,61.2,51.1,42.5
LEWISVILLE,AR,USC00034185,43.2,47.3,55.1,62.5,70.4,77.9,81.5,81.5,74.6,64.2,54.2,45.3
MADISON 1 NW,AR,USC00034528,37.8,41.4,51.2,60.3,69.5,77.5,80.8,80.1,72.7,61.4,50.9,41.1
MAGNOLIA,AR,USC00034548,42.9,46.7,54.6,62.3,70.5,77.5,81.1,81,74.2,63.6,53.6,44.7
MALVERN,AR,USC00034562,40.5,44.4,53,61.4,70,77.5,81.1,80.5,73.6,62.5,51.4,42.2
MAMMOTH SPRING,AR,USC00034572,33.6,37.9,47.4,56.7,65.2,73.4,77.6,76.9,68.5,57.7,47,36.4
MARIANNA 2 S,AR,USC00034638,39.6,44.1,52.6,61.8,71.1,78.8,81.5,80.6,73.8,63,52.4,42.5
MARSHALL,AR,USC00034666,36,40.1,48.1,57.2,64.6,73.2,78,77.1,69.1,58.7,49.4,38.6
MCCRORY,AR,USC00034711,36.7,43.3,51.8,61.1,69.7,78.5,81.8,80.9,72.9,61.4,51.7,40.6
MENA,AR,USC00034756,38.8,42.5,50.2,58.5,66.8,74.4,78.5,78.2,70.9,60.3,49.9,40.4
MORRILTON,AR,USC00034938,38.1,42.3,50.9,59.7,68.3,76.4,80.6,79.9,72.3,60.9,50,39.8
MT IDA 3 SE,AR,USC00034988,38.5,42.2,50.1,58.5,66.7,74.4,78.8,78.4,70.4,59.2,49.6,40.1
MOUNTAINBURG 2 NE,AR,USC00035018,37.2,41.5,49.8,58.4,66.7,74.3,78.9,78.4,70.6,59.7,48.7,38.8
MTN HOME 1 NNW,AR,USC00035036,35.6,39.9,48.8,58.2,66.3,74.6,79,78.8,70.5,59.6,48.5,37.6
MTN VIEW,AR,USC00035046,37,41.3,49.9,59.1,67.1,75.3,79.8,78.9,70.9,60,50,39.2
MURFREESBORO 1W,AR,USC00035079,39.8,43.9,51.7,59.4,67.4,74.9,78.8,78.9,72,61.2,50.9,41.6
NASHVILLE,AR,USC00035112,42.8,46.8,54.5,62.5,70.9,78.4,82.3,82.3,75.4,64.2,54,44.7
NEWPORT,AR,USC00035186,36.8,41.6,50.7,60.4,69.4,77.8,81.2,80.1,72.4,61.1,50.2,39.8
NIMROD DAM,AR,USC00035200,38.7,42.8,50.9,60.1,68.3,76.3,80.6,80.1,72.3,61.1,50.5,40.7
OKAY,AR,USC00035376,43.4,47.7,55.9,63.4,71.2,77.7,81,81.5,74.4,64.3,54.7,44.9
OZARK,AR,USC00035508,37.1,41.7,49.8,58.5,67,75.4,79.5,80.1,71.7,60,49.1,39.6
OZARK 2,AR,USC00035512,36.9,41.5,50.1,58.8,67.2,75.7,80.3,80.3,72.1,60.9,49.7,39.6
PARAGOULD 1S,AR,USC00035563,36.4,40.7,50,60,69.1,77.4,80.6,79.6,72.1,61.1,49.5,39.2
Pine Bluff,AR,USC00035754,41.6,45.5,53.9,62.7,71.2,78.7,82.1,81.5,74.7,63.6,53.3,43.8
POCAHONTAS 1,AR,USC00035820,34.8,39.1,48.7,58.3,67.4,75.8,79.5,78.4,70.3,59.4,47.9,37.4
POINSETT SP,AR,USC00035831,36.7,40.4,49.9,59.8,68.7,76.5,80.2,79.7,72.3,61.1,49.9,39.5
PORTLAND,AR,USC00035866,42.1,46,54.3,63,71.6,78.8,81.4,81,74.6,64.2,53.6,44.1
PRESCOTT 2 NNW,AR,USC00035908,40.4,44.7,52.9,61.2,69.4,76.6,80.1,80.1,73,62.1,51.3,42.3
RISON,AR,USC00036174,43.9,47.6,55.4,64.5,71.8,80.1,82.4,81.9,75.3,64.8,55.3,45.8
ROHWER 2 NNE,AR,USC00036253,42,46.3,54.3,62.9,71.9,79.3,81.9,81,74.4,63.8,53.9,44.5
SAINT CHARLES,AR,USC00036376,41.1,45.4,53.6,62,70.5,78.4,81.6,80.8,74.1,63.2,53.2,43.3
SALEM,AR,USC00036403,33.9,37.8,46.9,56.8,65.6,74.3,78.6,77.9,69.4,57.9,47,36
SEARCY,AR,USC00036506,38,42.2,51.4,60.4,69.7,77.7,81.3,80.5,72.7,61,50.3,40.2
SHERIDAN,AR,USC00036562,40.4,44.5,52.8,61.5,69.9,77.5,81.2,80.6,73.4,62,51.6,42.3
SPARKMAN,AR,USC00036768,40.6,44.9,52.9,61,69,76.7,80.9,80,72.9,61.3,52.2,42.2
STUTTGART 9 ESE,AR,USC00036920,39.8,44.1,52.5,61.7,70.8,78.7,81.6,80.6,73.6,62.7,52.2,42.5
SUBIACO,AR,USC00036928,38.7,43.1,51.9,60.6,69,76.5,80.8,80.3,72.6,61.7,50.8,40.5
WALDRON,AR,USC00037488,38.2,42.5,50.8,59.4,67.8,75.2,79.5,79,71,60.4,49.3,39.9
WARREN 2 WSW,AR,USC00037582,42.1,45.9,53.8,61.9,70.1,77.3,80.8,80.3,73.6,62.9,53.2,44.3
WEST MEMPHIS,AR,USC00037712,38.7,43.1,52,61,70.4,78.4,81.5,80.5,73.9,62.7,52,41.9
WOOSTER,AR,USC00038010,37.3,40.7,50.2,59,68.6,76.6,80.6,79.9,72.3,60.4,49.8,39.3
WYNNE,AR,USC00038052,37.5,41.7,50.5,59.7,69.4,77.8,80.4,79,71.6,61.7,50.5,40.4
YELLVILLE 2 SSE,AR,USC00038084,36.5,41,49.4,58.2,66.2,74.6,78.9,77.7,69.3,58.8,48.6,38.5
ADIN RS,CA,USC00040029,35.7,37.4,42.4,47.5,54.6,61.4,69.2,68.2,61.6,51.8,40.5,33.8
ALPINE,CA,USC00040136,54.1,54.2,55.9,59.2,63.2,68.4,74.3,75.7,73.3,66.5,59.2,53.5
ALTURAS,CA,USC00040161,31.2,34.2,39.5,44.2,52,59.6,66.7,65.1,58,47.6,37.2,30.4
ANAHEIM,CA,USC00040192,59.5,59.7,61.8,64.4,67.9,71.2,75.6,76.8,74.9,70,63.9,58.7
ANGWIN PAC UNION COL,CA,USC00040212,46.3,48,50.8,54.7,60.5,66.2,70.5,69.9,67.8,61.2,51.1,45.9
ANTIOCH PUMP PLT #3,CA,USC00040232,46.3,51.2,55.4,59.8,66.3,72,75.4,74.3,71.6,64.6,54.5,46.6
ASH MTN,CA,USC00040343,46.9,49.7,53.1,57.2,66.1,74.8,82,81.2,75.3,65.2,53.6,46.7
AUBERRY 2 NW,CA,USC00040379,45.2,47.8,51.1,56.1,64.8,73.2,80.3,79.3,73.6,63.2,51.5,45
AUBURN,CA,USC00040383,46.2,49.4,52.6,56.6,64.1,71.4,77.7,76.9,72.3,63.9,52.8,46.1
BAKER,CA,USC00040436,49,54.1,61.4,68.6,78.7,87.9,93.7,92.1,84,70.4,57.2,47.6
Bakersfield,CA,USC00040444,47.1,51.6,56,61.3,68.6,76.4,81.9,81,75.8,66.6,54.5,46.5
BALCH PWR HOUSE,CA,USC00040449,45.2,48.5,53.2,58,65.7,73.2,81.2,81.3,76,65.5,52.3,44.8
BARSTOW,CA,USC00040521,47.1,50.9,56.5,62.6,71,79.5,85.6,84.2,77.2,66.2,54.4,45.9
BEN LOMOND #4,CA,USC00040673,49.2,51.3,53.7,56.7,60.9,65,67.7,68,66.5,61.3,53.6,48.5
BERKELEY,CA,USC00040693,50.2,52.9,55,56.6,59.6,62.4,63.4,64.1,64.1,62,55.7,50.6
BIG BAR 4 E,CA,USC00040738,42.2,45.5,49.8,53.6,60.9,67.7,74.5,73.9,67.9,58,47.6,41.7
BIG BEAR LAKE,CA,USC00040741,34.1,34.6,38.6,43.9,51.9,59,64.7,63.6,57.9,48.5,40.3,34.5
BIG CREEK PH 1,CA,USC00040755,41.4,40.4,42.9,46.9,54,62,70,70,65.2,55.9,47.1,41.5
BIG SUR STN,CA,USC00040790,51.3,52.3,53.4,55.9,59.2,62.1,63,63.7,63.7,60.5,54.7,50.9
BLYTHE,CA,USC00040924,54.1,58.4,64.5,71.5,80.1,87.7,93.3,92.4,85.8,73.4,61.3,52.7
BOCA,CA,USC00040931,26.9,29.4,35.3,40.5,47.9,54.7,60.9,59.7,53.4,45.2,35.2,27.5
BODIE CA ST HISTORIC PARK,CA,USC00040943,22.6,24.1,28.3,34.4,42.5,50,55.9,54.4,48.2,39.4,30,23.2
BORREGO DESERT PARK,CA,USC00040983,56.2,58.5,63.5,68.9,76.7,84.8,90.8,90.3,84.8,74.4,63.2,55.3
BOWMAN DAM,CA,USC00041018,37.4,37.3,40,44.3,51.9,60.5,67.9,67.7,62.7,53.8,43.3,37
BRAWLEY 2 SW,CA,USC00041048,55.8,59.1,64.3,69.9,77.4,85,91.3,91.6,86.2,75.2,63.2,54.9
BRIDGEPORT,CA,USC00041072,24.4,28,35,41.5,48.5,56.3,62.5,60.8,53.7,44.1,34.4,26.2
